,file,speaker,emotion
0,Ses04F_impro01,Ses04F_impro01_F000,xxx
1,Ses04F_impro01,Ses04F_impro01_F001,fru
2,Ses04F_impro01,Ses04F_impro01_F002,fru
3,Ses04F_impro01,Ses04F_impro01_F003,fru
4,Ses04F_impro01,Ses04F_impro01_F004,ang
5,Ses04F_impro01,Ses04F_impro01_F005,fru
6,Ses04F_impro01,Ses04F_impro01_F006,fru
7,Ses04F_impro01,Ses04F_impro01_F007,fru
8,Ses04F_impro01,Ses04F_impro01_F008,ang
9,Ses04F_impro01,Ses04F_impro01_F009,ang
10,Ses04F_impro01,Ses04F_impro01_F010,ang
11,Ses04F_impro01,Ses04F_impro01_F011,fru
12,Ses04F_impro01,Ses04F_impro01_F012,ang
13,Ses04F_impro01,Ses04F_impro01_F013,fru
14,Ses04F_impro01,Ses04F_impro01_F014,ang
15,Ses04F_impro01,Ses04F_impro01_F015,xxx
16,Ses04F_impro01,Ses04F_impro01_F016,ang
17,Ses04F_impro01,Ses04F_impro01_F017,xxx
18,Ses04F_impro01,Ses04F_impro01_F018,xxx
19,Ses04F_impro01,Ses04F_impro01_F019,ang
20,Ses04F_impro01,Ses04F_impro01_F020,xxx
21,Ses04F_impro01,Ses04F_impro01_F021,ang
22,Ses04F_impro01,Ses04F_impro01_F022,ang
23,Ses04F_impro01,Ses04F_impro01_M000,fru
24,Ses04F_impro01,Ses04F_impro01_M001,fru
25,Ses04F_impro01,Ses04F_impro01_M002,fru
26,Ses04F_impro01,Ses04F_impro01_M003,fru
27,Ses04F_impro01,Ses04F_impro01_M004,fru
28,Ses04F_impro01,Ses04F_impro01_M005,ang
29,Ses04F_impro01,Ses04F_impro01_M006,fru
30,Ses04F_impro01,Ses04F_impro01_M007,fru
31,Ses04F_impro01,Ses04F_impro01_M008,ang
32,Ses04F_impro01,Ses04F_impro01_M009,fru
33,Ses04F_impro01,Ses04F_impro01_M010,fru
34,Ses04F_impro01,Ses04F_impro01_M011,ang
35,Ses04F_impro01,Ses04F_impro01_M012,xxx
36,Ses04F_impro01,Ses04F_impro01_M013,fru
37,Ses04F_impro01,Ses04F_impro01_M014,ang
38,Ses04F_impro01,Ses04F_impro01_M015,fru
39,Ses04F_impro01,Ses04F_impro01_M016,fru
40,Ses04F_impro01,Ses04F_impro01_M017,fru
41,Ses04F_impro01,Ses04F_impro01_M018,fru
42,Ses04F_impro01,Ses04F_impro01_M019,xxx
43,Ses04F_impro01,Ses04F_impro01_M020,xxx
44,Ses04F_impro01,Ses04F_impro01_M021,ang
45,Ses04F_impro01,Ses04F_impro01_M022,fru
46,Ses04F_impro01,Ses04F_impro01_M023,ang
47,Ses04F_impro01,Ses04F_impro01_M024,ang
48,Ses04F_impro01,Ses04F_impro01_M025,xxx
49,Ses04F_impro02,Ses04F_impro02_F000,sad
50,Ses04F_impro02,Ses04F_impro02_F001,sad
51,Ses04F_impro02,Ses04F_impro02_F002,sad
52,Ses04F_impro02,Ses04F_impro02_F003,sad
53,Ses04F_impro02,Ses04F_impro02_F004,xxx
54,Ses04F_impro02,Ses04F_impro02_F005,sad
55,Ses04F_impro02,Ses04F_impro02_F006,sad
56,Ses04F_impro02,Ses04F_impro02_F007,sad
57,Ses04F_impro02,Ses04F_impro02_F008,fru
58,Ses04F_impro02,Ses04F_impro02_F009,sad
59,Ses04F_impro02,Ses04F_impro02_F010,fru
60,Ses04F_impro02,Ses04F_impro02_F011,sad
61,Ses04F_impro02,Ses04F_impro02_F012,ang
62,Ses04F_impro02,Ses04F_impro02_F013,fru
63,Ses04F_impro02,Ses04F_impro02_F014,fru
64,Ses04F_impro02,Ses04F_impro02_F015,fru
65,Ses04F_impro02,Ses04F_impro02_F016,fru
66,Ses04F_impro02,Ses04F_impro02_F017,ang
67,Ses04F_impro02,Ses04F_impro02_F018,ang
68,Ses04F_impro02,Ses04F_impro02_F019,fru
69,Ses04F_impro02,Ses04F_impro02_F020,fru
70,Ses04F_impro02,Ses04F_impro02_F021,xxx
71,Ses04F_impro02,Ses04F_impro02_F022,ang
72,Ses04F_impro02,Ses04F_impro02_F023,sad
73,Ses04F_impro02,Ses04F_impro02_F024,sad
74,Ses04F_impro02,Ses04F_impro02_M000,sad
75,Ses04F_impro02,Ses04F_impro02_M001,sad
76,Ses04F_impro02,Ses04F_impro02_M002,fru
77,Ses04F_impro02,Ses04F_impro02_M003,fru
78,Ses04F_impro02,Ses04F_impro02_M004,sad
79,Ses04F_impro02,Ses04F_impro02_M005,fru
80,Ses04F_impro02,Ses04F_impro02_M006,fru
81,Ses04F_impro02,Ses04F_impro02_M007,xxx
82,Ses04F_impro02,Ses04F_impro02_M008,fru
83,Ses04F_impro02,Ses04F_impro02_M009,fru
84,Ses04F_impro02,Ses04F_impro02_M010,fru
85,Ses04F_impro02,Ses04F_impro02_M011,xxx
86,Ses04F_impro02,Ses04F_impro02_M012,sad
87,Ses04F_impro02,Ses04F_impro02_M013,fru
88,Ses04F_impro02,Ses04F_impro02_M014,fru
89,Ses04F_impro02,Ses04F_impro02_M015,fru
90,Ses04F_impro02,Ses04F_impro02_M016,fru
91,Ses04F_impro02,Ses04F_impro02_M017,fru
92,Ses04F_impro02,Ses04F_impro02_M018,ang
93,Ses04F_impro02,Ses04F_impro02_M019,fru
94,Ses04F_impro02,Ses04F_impro02_M020,ang
95,Ses04F_impro02,Ses04F_impro02_M021,ang
96,Ses04F_impro02,Ses04F_impro02_M022,xxx
97,Ses04F_impro02,Ses04F_impro02_M023,fru
98,Ses04F_impro02,Ses04F_impro02_M024,sad
99,Ses04F_impro02,Ses04F_impro02_M025,sad
100,Ses04F_impro02,Ses04F_impro02_M026,sad
101,Ses04F_impro03,Ses04F_impro03_F000,exc
102,Ses04F_impro03,Ses04F_impro03_F001,exc
103,Ses04F_impro03,Ses04F_impro03_F002,exc
104,Ses04F_impro03,Ses04F_impro03_F003,exc
105,Ses04F_impro03,Ses04F_impro03_F004,exc
106,Ses04F_impro03,Ses04F_impro03_F005,exc
107,Ses04F_impro03,Ses04F_impro03_F006,exc
108,Ses04F_impro03,Ses04F_impro03_F007,exc
109,Ses04F_impro03,Ses04F_impro03_F008,xxx
110,Ses04F_impro03,Ses04F_impro03_F009,exc
111,Ses04F_impro03,Ses04F_impro03_F010,hap
112,Ses04F_impro03,Ses04F_impro03_F011,exc
113,Ses04F_impro03,Ses04F_impro03_F012,hap
114,Ses04F_impro03,Ses04F_impro03_F013,exc
115,Ses04F_impro03,Ses04F_impro03_F014,exc
116,Ses04F_impro03,Ses04F_impro03_F015,exc
117,Ses04F_impro03,Ses04F_impro03_F016,exc
118,Ses04F_impro03,Ses04F_impro03_F017,exc
119,Ses04F_impro03,Ses04F_impro03_F018,exc
120,Ses04F_impro03,Ses04F_impro03_F019,xxx
121,Ses04F_impro03,Ses04F_impro03_F020,xxx
122,Ses04F_impro03,Ses04F_impro03_F021,xxx
123,Ses04F_impro03,Ses04F_impro03_F022,xxx
124,Ses04F_impro03,Ses04F_impro03_F023,xxx
