,file,speaker,emotion
0,Ses03F_impro01,Ses03F_impro01_F000,xxx
1,Ses03F_impro01,Ses03F_impro01_F001,xxx
2,Ses03F_impro01,Ses03F_impro01_F002,neu
3,Ses03F_impro01,Ses03F_impro01_F003,fru
4,Ses03F_impro01,Ses03F_impro01_F004,fru
5,Ses03F_impro01,Ses03F_impro01_F005,fru
6,Ses03F_impro01,Ses03F_impro01_F006,fru
7,Ses03F_impro01,Ses03F_impro01_F007,fru
8,Ses03F_impro01,Ses03F_impro01_F008,fru
9,Ses03F_impro01,Ses03F_impro01_F009,fru
10,Ses03F_impro01,Ses03F_impro01_F010,xxx
11,Ses03F_impro01,Ses03F_impro01_F011,fru
12,Ses03F_impro01,Ses03F_impro01_M000,xxx
13,Ses03F_impro01,Ses03F_impro01_M001,neu
14,Ses03F_impro01,Ses03F_impro01_M002,neu
15,Ses03F_impro01,Ses03F_impro01_M003,neu
16,Ses03F_impro01,Ses03F_impro01_M004,neu
17,Ses03F_impro01,Ses03F_impro01_M005,neu
18,Ses03F_impro01,Ses03F_impro01_M006,fru
19,Ses03F_impro01,Ses03F_impro01_M007,fru
20,Ses03F_impro01,Ses03F_impro01_M008,fru
21,Ses03F_impro01,Ses03F_impro01_M009,fru
22,Ses03F_impro01,Ses03F_impro01_M010,xxx
23,Ses03F_impro01,Ses03F_impro01_M011,xxx
24,Ses03F_impro02,Ses03F_impro02_F000,neu
25,Ses03F_impro02,Ses03F_impro02_F001,neu
26,Ses03F_impro02,Ses03F_impro02_F002,xxx
27,Ses03F_impro02,Ses03F_impro02_F003,xxx
28,Ses03F_impro02,Ses03F_impro02_F004,xxx
29,Ses03F_impro02,Ses03F_impro02_F005,exc
30,Ses03F_impro02,Ses03F_impro02_F006,xxx
31,Ses03F_impro02,Ses03F_impro02_F007,exc
32,Ses03F_impro02,Ses03F_impro02_F008,sad
33,Ses03F_impro02,Ses03F_impro02_F009,xxx
34,Ses03F_impro02,Ses03F_impro02_F010,sad
35,Ses03F_impro02,Ses03F_impro02_F011,sad
36,Ses03F_impro02,Ses03F_impro02_F012,sad
37,Ses03F_impro02,Ses03F_impro02_F013,xxx
38,Ses03F_impro02,Ses03F_impro02_F014,fru
39,Ses03F_impro02,Ses03F_impro02_F015,sad
40,Ses03F_impro02,Ses03F_impro02_F016,fru
41,Ses03F_impro02,Ses03F_impro02_F017,fru
42,Ses03F_impro02,Ses03F_impro02_F018,sad
43,Ses03F_impro02,Ses03F_impro02_F019,sad
44,Ses03F_impro02,Ses03F_impro02_F020,sad
45,Ses03F_impro02,Ses03F_impro02_F021,sad
46,Ses03F_impro02,Ses03F_impro02_F022,fru
47,Ses03F_impro02,Ses03F_impro02_F023,sad
48,Ses03F_impro02,Ses03F_impro02_F024,sad
49,Ses03F_impro02,Ses03F_impro02_F025,sad
50,Ses03F_impro02,Ses03F_impro02_F026,sad
51,Ses03F_impro02,Ses03F_impro02_F027,sad
52,Ses03F_impro02,Ses03F_impro02_F028,sad
53,Ses03F_impro02,Ses03F_impro02_F029,sad
54,Ses03F_impro02,Ses03F_impro02_F030,xxx
55,Ses03F_impro02,Ses03F_impro02_F031,sad
56,Ses03F_impro02,Ses03F_impro02_F032,sad
57,Ses03F_impro02,Ses03F_impro02_F033,xxx
58,Ses03F_impro02,Ses03F_impro02_F034,sad
59,Ses03F_impro02,Ses03F_impro02_F035,sad
60,Ses03F_impro02,Ses03F_impro02_F036,sad
61,Ses03F_impro02,Ses03F_impro02_F037,sad
62,Ses03F_impro02,Ses03F_impro02_F038,sad
63,Ses03F_impro02,Ses03F_impro02_F039,sad
64,Ses03F_impro02,Ses03F_impro02_F040,sad
65,Ses03F_impro02,Ses03F_impro02_F041,sad
66,Ses03F_impro02,Ses03F_impro02_F042,sad
67,Ses03F_impro02,Ses03F_impro02_F043,sad
68,Ses03F_impro02,Ses03F_impro02_M000,neu
69,Ses03F_impro02,Ses03F_impro02_M001,hap
70,Ses03F_impro02,Ses03F_impro02_M002,xxx
71,Ses03F_impro02,Ses03F_impro02_M003,xxx
72,Ses03F_impro02,Ses03F_impro02_M004,sur
73,Ses03F_impro02,Ses03F_impro02_M005,sur
74,Ses03F_impro02,Ses03F_impro02_M006,fru
75,Ses03F_impro02,Ses03F_impro02_M007,ang
76,Ses03F_impro02,Ses03F_impro02_M008,xxx
77,Ses03F_impro02,Ses03F_impro02_M009,fru
78,Ses03F_impro02,Ses03F_impro02_M010,fru
79,Ses03F_impro02,Ses03F_impro02_M011,fru
80,Ses03F_impro02,Ses03F_impro02_M012,fru
81,Ses03F_impro02,Ses03F_impro02_M013,xxx
82,Ses03F_impro02,Ses03F_impro02_M014,sad
83,Ses03F_impro02,Ses03F_impro02_M015,fru
84,Ses03F_impro02,Ses03F_impro02_M016,sad
85,Ses03F_impro02,Ses03F_impro02_M017,sad
86,Ses03F_impro02,Ses03F_impro02_M018,sad
87,Ses03F_impro02,Ses03F_impro02_M019,sad
88,Ses03F_impro02,Ses03F_impro02_M020,sad
89,Ses03F_impro02,Ses03F_impro02_M021,sad
90,Ses03F_impro02,Ses03F_impro02_M022,fru
91,Ses03F_impro02,Ses03F_impro02_M023,xxx
92,Ses03F_impro02,Ses03F_impro02_M024,sad
93,Ses03F_impro02,Ses03F_impro02_M025,sad
94,Ses03F_impro02,Ses03F_impro02_M026,xxx
95,Ses03F_impro02,Ses03F_impro02_M027,ang
96,Ses03F_impro02,Ses03F_impro02_M028,sad
97,Ses03F_impro02,Ses03F_impro02_M029,sad
98,Ses03F_impro02,Ses03F_impro02_M030,xxx
99,Ses03F_impro02,Ses03F_impro02_M031,sad
100,Ses03F_impro03,Ses03F_impro03_F000,xxx
101,Ses03F_impro03,Ses03F_impro03_F001,xxx
102,Ses03F_impro03,Ses03F_impro03_F002,xxx
103,Ses03F_impro03,Ses03F_impro03_F003,xxx
104,Ses03F_impro03,Ses03F_impro03_F004,exc
105,Ses03F_impro03,Ses03F_impro03_F005,exc
106,Ses03F_impro03,Ses03F_impro03_F006,exc
107,Ses03F_impro03,Ses03F_impro03_F007,exc
108,Ses03F_impro03,Ses03F_impro03_F008,exc
109,Ses03F_impro03,Ses03F_impro03_F009,exc
110,Ses03F_impro03,Ses03F_impro03_F010,xxx
111,Ses03F_impro03,Ses03F_impro03_F011,exc
112,Ses03F_impro03,Ses03F_impro03_F012,exc
113,Ses03F_impro03,Ses03F_impro03_F013,exc
114,Ses03F_impro03,Ses03F_impro03_F014,hap
115,Ses03F_impro03,Ses03F_impro03_F015,hap
116,Ses03F_impro03,Ses03F_impro03_F016,exc
117,Ses03F_impro03,Ses03F_impro03_F017,exc
118,Ses03F_impro03,Ses03F_impro03_F018,hap
119,Ses03F_impro03,Ses03F_impro03_F019,hap
120,Ses03F_impro03,Ses03F_impro03_F020,hap
121,Ses03F_impro03,Ses03F_impro03_F021,hap
122,Ses03F_impro03,Ses03F_impro03_F022,xxx
123,Ses03F_impro03,Ses03F_impro03_F023,xxx
124,Ses03F_impro03,Ses03F_impro03_F024,exc
125,Ses03F_impro03,Ses03F_impro03_M000,exc
126,Ses03F_impro03,Ses03F_impro03_M001,exc
127,Ses03F_impro03,Ses03F_impro03_M002,exc
128,Ses03F_impro03,Ses03F_impro03_M003,xxx
129,Ses03F_impro03,Ses03F_impro03_M004,xxx
130,Ses03F_impro03,Ses03F_impro03_M005,exc
131,Ses03F_impro03,Ses03F_impro03_M006,exc
132,Ses03F_impro03,Ses03F_impro03_M007,exc
133,Ses03F_impro03,Ses03F_impro03_M008,xxx
134,Ses03F_impro03,Ses03F_impro03_M009,sur
135,Ses03F_impro03,Ses03F_impro03_M010,exc
136,Ses03F_impro03,Ses03F_impro03_M011,xxx
137,Ses03F_impro03,Ses03F_impro03_M012,xxx
138,Ses03F_impro03,Ses03F_impro03_M013,xxx
139,Ses03F_impro03,Ses03F_impro03_M014,xxx
140,Ses03F_impro03,Ses03F_impro03_M015,hap
141,Ses03F_impro03,Ses03F_impro03_M016,xxx
142,Ses03F_impro03,Ses03F_impro03_M017,xxx
143,Ses03F_impro03,Ses03F_impro03_M018,xxx
144,Ses03F_impro03,Ses03F_impro03_M019,xxx
145,Ses03F_impro03,Ses03F_impro03_M020,xxx
146,Ses03F_impro03,Ses03F_impro03_M021,exc
147,Ses03F_impro04,Ses03F_impro04_F000,fru
148,Ses03F_impro04,Ses03F_impro04_F001,fru
149,Ses03F_impro04,Ses03F_impro04_F002,sad
150,Ses03F_impro04,Ses03F_impro04_F003,fru
151,Ses03F_impro04,Ses03F_impro04_F004,fru
152,Ses03F_impro04,Ses03F_impro04_F005,fru
153,Ses03F_impro04,Ses03F_impro04_F006,fru
154,Ses03F_impro04,Ses03F_impro04_F007,fru
155,Ses03F_impro04,Ses03F_impro04_F008,fru
156,Ses03F_impro04,Ses03F_impro04_F009,fru
157,Ses03F_impro04,Ses03F_impro04_F010,fru
158,Ses03F_impro04,Ses03F_impro04_F011,sur
159,Ses03F_impro04,Ses03F_impro04_F012,fru
160,Ses03F_impro04,Ses03F_impro04_F013,fru
161,Ses03F_impro04,Ses03F_impro04_F014,fru
162,Ses03F_impro04,Ses03F_impro04_F015,xxx
163,Ses03F_impro04,Ses03F_impro04_F016,xxx
164,Ses03F_impro04,Ses03F_impro04_F017,fru
165,Ses03F_impro04,Ses03F_impro04_F018,fru
166,Ses03F_impro04,Ses03F_impro04_F019,xxx
167,Ses03F_impro04,Ses03F_impro04_F020,xxx
168,Ses03F_impro04,Ses03F_impro04_F021,fru
169,Ses03F_impro04,Ses03F_impro04_F022,sad
170,Ses03F_impro04,Ses03F_impro04_F023,sad
171,Ses03F_impro04,Ses03F_impro04_F024,sad
172,Ses03F_impro04,Ses03F_impro04_F025,xxx
173,Ses03F_impro04,Ses03F_impro04_F026,fru
174,Ses03F_impro04,Ses03F_impro04_M000,neu
175,Ses03F_impro04,Ses03F_impro04_M001,neu
176,Ses03F_impro04,Ses03F_impro04_M002,neu
177,Ses03F_impro04,Ses03F_impro04_M003,neu
178,Ses03F_impro04,Ses03F_impro04_M004,neu
179,Ses03F_impro04,Ses03F_impro04_M005,neu
180,Ses03F_impro04,Ses03F_impro04_M006,neu
181,Ses03F_impro04,Ses03F_impro04_M007,neu
182,Ses03F_impro04,Ses03F_impro04_M008,neu
183,Ses03F_impro04,Ses03F_impro04_M009,neu
184,Ses03F_impro04,Ses03F_impro04_M010,neu
185,Ses03F_impro04,Ses03F_impro04_M011,neu
186,Ses03F_impro04,Ses03F_impro04_M012,neu
187,Ses03F_impro04,Ses03F_impro04_M013,neu
188,Ses03F_impro04,Ses03F_impro04_M014,neu
189,Ses03F_impro04,Ses03F_impro04_M015,neu
190,Ses03F_impro04,Ses03F_impro04_M016,neu
191,Ses03F_impro04,Ses03F_impro04_M017,neu
192,Ses03F_impro04,Ses03F_impro04_M018,neu
193,Ses03F_impro04,Ses03F_impro04_M019,neu
194,Ses03F_impro04,Ses03F_impro04_M020,xxx
195,Ses03F_impro05,Ses03F_impro05_F000,fru
196,Ses03F_impro05,Ses03F_impro05_F001,fru
197,Ses03F_impro05,Ses03F_impro05_F002,ang
198,Ses03F_impro05,Ses03F_impro05_F003,fru
199,Ses03F_impro05,Ses03F_impro05_F004,fru
200,Ses03F_impro05,Ses03F_impro05_F005,ang
201,Ses03F_impro05,Ses03F_impro05_F006,fru
202,Ses03F_impro05,Ses03F_impro05_F007,ang
203,Ses03F_impro05,Ses03F_impro05_F008,ang
204,Ses03F_impro05,Ses03F_impro05_F009,ang
205,Ses03F_impro05,Ses03F_impro05_F010,ang
206,Ses03F_impro05,Ses03F_impro05_F011,ang
207,Ses03F_impro05,Ses03F_impro05_F012,fru
208,Ses03F_impro05,Ses03F_impro05_F013,fru
209,Ses03F_impro05,Ses03F_impro05_F014,xxx
210,Ses03F_impro05,Ses03F_impro05_F015,ang
211,Ses03F_impro05,Ses03F_impro05_F016,ang
212,Ses03F_impro05,Ses03F_impro05_F017,ang
213,Ses03F_impro05,Ses03F_impro05_M000,fru
214,Ses03F_impro05,Ses03F_impro05_M001,fru
215,Ses03F_impro05,Ses03F_impro05_M002,fru
216,Ses03F_impro05,Ses03F_impro05_M003,neu
217,Ses03F_impro05,Ses03F_impro05_M004,fru
218,Ses03F_impro05,Ses03F_impro05_M005,fru
219,Ses03F_impro05,Ses03F_impro05_M006,fru
220,Ses03F_impro05,Ses03F_impro05_M007,xxx
221,Ses03F_impro05,Ses03F_impro05_M008,neu
222,Ses03F_impro05,Ses03F_impro05_M009,neu
223,Ses03F_impro05,Ses03F_impro05_M010,fru
224,Ses03F_impro05,Ses03F_impro05_M011,neu
225,Ses03F_impro05,Ses03F_impro05_M012,fru
226,Ses03F_impro05,Ses03F_impro05_M013,neu
227,Ses03F_impro05,Ses03F_impro05_M014,neu
228,Ses03F_impro06,Ses03F_impro06_F000,sad
229,Ses03F_impro06,Ses03F_impro06_F001,sad
230,Ses03F_impro06,Ses03F_impro06_F002,sad
231,Ses03F_impro06,Ses03F_impro06_F003,sad
232,Ses03F_impro06,Ses03F_impro06_F004,sad
233,Ses03F_impro06,Ses03F_impro06_F005,sad
234,Ses03F_impro06,Ses03F_impro06_F006,sad
235,Ses03F_impro06,Ses03F_impro06_F007,sad
236,Ses03F_impro06,Ses03F_impro06_F008,sad
237,Ses03F_impro06,Ses03F_impro06_F009,sad
238,Ses03F_impro06,Ses03F_impro06_F010,sad
239,Ses03F_impro06,Ses03F_impro06_F011,sad
240,Ses03F_impro06,Ses03F_impro06_F012,sad
241,Ses03F_impro06,Ses03F_impro06_F013,sad
242,Ses03F_impro06,Ses03F_impro06_F014,sad
243,Ses03F_impro06,Ses03F_impro06_F015,sad
244,Ses03F_impro06,Ses03F_impro06_F016,sad
245,Ses03F_impro06,Ses03F_impro06_F017,sad
246,Ses03F_impro06,Ses03F_impro06_F018,sad
247,Ses03F_impro06,Ses03F_impro06_F019,sad
248,Ses03F_impro06,Ses03F_impro06_F020,sad
249,Ses03F_impro06,Ses03F_impro06_F021,sad
250,Ses03F_impro06,Ses03F_impro06_F022,sad
251,Ses03F_impro06,Ses03F_impro06_F023,sad
252,Ses03F_impro06,Ses03F_impro06_F024,sad
253,Ses03F_impro06,Ses03F_impro06_F025,sad
254,Ses03F_impro06,Ses03F_impro06_F026,sad
255,Ses03F_impro06,Ses03F_impro06_F027,sad
256,Ses03F_impro06,Ses03F_impro06_F028,sad
257,Ses03F_impro06,Ses03F_impro06_F029,sad
258,Ses03F_impro06,Ses03F_impro06_F030,sad
259,Ses03F_impro06,Ses03F_impro06_F031,sad
260,Ses03F_impro06,Ses03F_impro06_F032,sad
261,Ses03F_impro06,Ses03F_impro06_F033,sad
262,Ses03F_impro06,Ses03F_impro06_F034,sad
263,Ses03F_impro06,Ses03F_impro06_F035,sad
264,Ses03F_impro06,Ses03F_impro06_M000,neu
265,Ses03F_impro06,Ses03F_impro06_M001,neu
266,Ses03F_impro06,Ses03F_impro06_M002,sad
267,Ses03F_impro06,Ses03F_impro06_M003,neu
268,Ses03F_impro06,Ses03F_impro06_M004,sad
269,Ses03F_impro06,Ses03F_impro06_M005,sad
270,Ses03F_impro06,Ses03F_impro06_M006,sad
271,Ses03F_impro06,Ses03F_impro06_M007,sad
272,Ses03F_impro06,Ses03F_impro06_M008,sad
273,Ses03F_impro06,Ses03F_impro06_M009,sad
274,Ses03F_impro06,Ses03F_impro06_M010,sad
275,Ses03F_impro06,Ses03F_impro06_M011,sad
276,Ses03F_impro06,Ses03F_impro06_M012,sad
277,Ses03F_impro06,Ses03F_impro06_M013,sad
278,Ses03F_impro06,Ses03F_impro06_M014,sad
279,Ses03F_impro06,Ses03F_impro06_M015,sad
280,Ses03F_impro06,Ses03F_impro06_M016,sad
281,Ses03F_impro07,Ses03F_impro07_F000,xxx
282,Ses03F_impro07,Ses03F_impro07_F001,hap
283,Ses03F_impro07,Ses03F_impro07_F002,xxx
284,Ses03F_impro07,Ses03F_impro07_F003,sur
285,Ses03F_impro07,Ses03F_impro07_F004,hap
286,Ses03F_impro07,Ses03F_impro07_F005,hap
287,Ses03F_impro07,Ses03F_impro07_F006,xxx
288,Ses03F_impro07,Ses03F_impro07_F007,exc
289,Ses03F_impro07,Ses03F_impro07_F008,exc
290,Ses03F_impro07,Ses03F_impro07_F009,exc
291,Ses03F_impro07,Ses03F_impro07_F010,xxx
292,Ses03F_impro07,Ses03F_impro07_F011,exc
293,Ses03F_impro07,Ses03F_impro07_F012,hap
294,Ses03F_impro07,Ses03F_impro07_F013,hap
295,Ses03F_impro07,Ses03F_impro07_F014,exc
296,Ses03F_impro07,Ses03F_impro07_F015,neu
297,Ses03F_impro07,Ses03F_impro07_F016,exc
298,Ses03F_impro07,Ses03F_impro07_F017,hap
299,Ses03F_impro07,Ses03F_impro07_F018,xxx
300,Ses03F_impro07,Ses03F_impro07_F019,hap
